id,pid,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,porches,baths,lot,overall,sq_ft,logsaleprice,ms_subclass_1-1/2_story_pud_-_all_ages,ms_subclass_1-1/2_story_unfinished_all_ages,ms_subclass_1-story_1945_older,ms_subclass_1-story_1946_newer_all_styles,ms_subclass_1-story_finished_attic_all_ages,ms_subclass_1-story_pud_(planned_unit_development)_-_1946_newer,ms_subclass_2_family_conversion_-_all_styles_and_ages,ms_subclass_2-1/2_story_all_ages,ms_subclass_2-story_1945_older,ms_subclass_2-story_1946_newer,ms_subclass_2-story_pud_-_1946_newer,ms_subclass_duplex_-_all_styles_and_ages,ms_subclass_pud_-_multilevel_-_incl_split_lev/foyer,ms_subclass_split_foyer,ms_subclass_split_or_multi-level,lot_config_culdsac,lot_config_fr2,lot_config_fr3,lot_config_inside,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_noridge,neighborhood_npkvill,neighborhood_nridght,neighborhood_nwames,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_swisu,neighborhood_timber,neighborhood_veenker,condition_2_feedr,condition_2_norm,condition_2_posa,condition_2_posn,condition_2_rrae,condition_2_rran,condition_2_rrnn,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_matl_membran,roof_matl_tar&grv,roof_matl_wdshake,roof_matl_wdshngl,exterior_1st_asphshn,exterior_1st_brkcomm,exterior_1st_brkface,exterior_1st_cblock,exterior_1st_cemntbd,exterior_1st_hdboard,exterior_1st_imstucc,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_stone,exterior_1st_stucco,exterior_1st_vinylsd,exterior_1st_wd_sdng,exterior_1st_wdshing,exterior_2nd_asphshn,exterior_2nd_brk_cmn,exterior_2nd_brkface,exterior_2nd_cblock,exterior_2nd_cmentbd,exterior_2nd_hdboard,exterior_2nd_imstucc,exterior_2nd_metalsd,exterior_2nd_plywood,exterior_2nd_stone,exterior_2nd_stucco,exterior_2nd_vinylsd,exterior_2nd_wd_sdng,exterior_2nd_wd_shng,bsmtfin_type_1_blq,bsmtfin_type_1_glq,bsmtfin_type_1_lwq,bsmtfin_type_1_na,bsmtfin_type_1_rec,bsmtfin_type_1_unf,central_air_y,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,garage_type_na
416,527455060,rl,24.0,2289,pave,na,reg,lvl,allpub,gtl,norm,twnhs,1.791759469228055,6,1978,1978,gable,none,0.0,3,3,cblock,3,3,no,5.739792912179233,unf,0.0,544.0,855.0,gasa,3,sbrkr,6.751101468936759,586,0,7.273092595999522,0.0,0.0,2,1,3,1,3,7,typ,1,3,1978.0,unf,2.0,440.0,3,3,y,28,0.0,0,0,0,0,0,na,na,0,4,2009,wd ,148500,0,2,54936.0,36,0.0,11.908340237224893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
284,908226130,rl,60.0,12180,pave,na,reg,lvl,allpub,gtl,norm,2fmcon,1.3862943611198906,4,1941,1950,gable,none,0.0,3,2,brktil,4,3,no,5.8522024797744745,unf,0.0,324.0,672.0,grav,2,fusea,6.51025834052315,252,0,6.828712071641682,1.0,0.0,1,0,2,1,2,5,typ,0,0,1941.0,unf,1.0,280.0,3,3,y,0,0.0,0,0,0,0,0,mnprv,na,0,7,2010,wd ,80000,0,0,730800.0,16,0.0,11.289781913656018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1385,905108170,rl,0.0,7400,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.6094379124341005,5,1984,1984,gable,none,0.0,3,3,pconc,4,3,av,4.6443908991413725,alq,956.0,0.0,1060.0,gasa,3,sbrkr,7.026426808699638,0,0,7.026426808699638,1.0,0.0,1,0,2,1,3,5,typ,0,0,1984.0,unf,2.0,506.0,3,3,y,178,0.0,0,0,0,0,0,na,na,0,3,2008,wd ,152000,0,0,0.0,25,0.0,11.931635799828413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
275,908102110,rl,68.0,8842,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.6094379124341005,6,1954,1954,gable,none,0.0,3,4,cblock,2,3,no,0.0,unf,0.0,381.0,381.0,gasa,5,sbrkr,6.899723107284872,0,0,6.899723107284872,0.0,0.0,1,0,3,1,3,6,typ,0,0,1954.0,unf,1.0,319.0,3,3,y,60,0.0,56,0,0,0,0,mnprv,na,0,1,2010,oth,155891,0,0,601256.0,30,0.0,11.956912324065804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2024,903401070,rl,60.0,8850,pave,pave,reg,bnk,allpub,gtl,norm,1fam,1.791759469228055,7,1920,1950,gable,none,0.0,3,4,pconc,3,3,no,0.0,unf,0.0,768.0,768.0,gasa,5,sbrkr,6.62273632394984,624,0,7.226936018493289,0.0,0.0,1,0,3,1,4,7,typ,0,0,1977.0,unf,2.0,576.0,3,3,p,0,3.9889840465642745,144,0,0,0,0,na,na,0,2,2007,wd ,165000,0,0,531000.0,42,0.0,12.013700752882714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
68,528456160,fv,92.0,9215,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2009,2010,hip,none,0.0,4,3,pconc,4,3,no,0.0,unf,0.0,1218.0,1218.0,gasa,5,sbrkr,7.1049654482698426,0,0,7.1049654482698426,0.0,0.0,2,0,2,1,4,4,typ,0,0,2009.0,rfn,2.0,676.0,3,3,y,0,4.912654885736052,0,0,0,0,0,na,na,0,4,2010,new,204500,0,0,847780.0,35,0.0,12.228323254464991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1910,534479140,rl,79.0,9480,pave,na,reg,lvl,allpub,gtl,artery,1fam,1.6094379124341005,7,1942,1995,gable,stone,5.4116460518550396,3,3,cblock,3,3,no,5.955837369464831,unf,0.0,342.0,728.0,gasa,5,sbrkr,6.78897174299217,756,0,7.404887575616125,0.0,0.0,1,1,3,1,4,7,typ,2,4,1942.0,unf,1.0,312.0,3,3,y,168,0.0,0,0,0,0,0,na,na,0,6,2007,wd ,146500,0,1,748920.0,35,0.0,11.894780707439258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
381,527356040,rl,82.0,11880,pave,na,ir1,lvl,allpub,gtl,rran,1fam,1.9459101490553128,5,1978,1978,gable,brkface,5.327876168789581,3,3,cblock,4,3,no,6.556778356158043,unf,0.0,567.0,1271.0,gasa,3,sbrkr,7.3783837129967145,0,0,7.3783837129967145,0.0,0.0,2,0,3,1,3,7,typ,1,3,1978.0,rfn,2.0,478.0,3,3,y,0,0.0,0,0,0,0,0,na,na,0,4,2009,cod,157000,0,0,974160.0,35,0.0,11.964001084330445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1323,902405070,rm,60.0,10800,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,7,1890,1999,gable,none,0.0,3,3,brktil,3,3,mn,0.0,unf,0.0,1313.0,1313.0,gasw,4,sbrkr,7.180069874302796,1182,0,7.822044008185619,0.0,0.0,2,0,5,1,3,10,typ,1,4,1950.0,unf,2.0,342.0,3,2,y,0,5.700443573390688,0,0,0,0,0,na,na,0,12,2008,wd ,184000,0,0,648000.0,49,0.0,12.122691036591124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2432,528235050,rl,0.0,7861,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.791759469228055,5,2002,2003,gable,none,0.0,4,3,pconc,4,3,no,6.124683390894206,unf,0.0,326.0,783.0,gasa,5,sbrkr,6.693323668269949,702,0,7.319202458767849,1.0,0.0,2,1,3,1,4,7,typ,1,4,2002.0,fin,2.0,393.0,3,3,y,100,4.31748811353631,0,0,0,0,0,na,na,0,6,2006,wd ,183200,7500,2,0.0,30,0.0,12.118333731222167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
777,905200220,rl,0.0,11616,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.6094379124341005,5,1962,1962,gable,brkface,4.7535901911063645,3,3,cblock,3,3,no,5.135798437050261,blq,670.0,252.0,1092.0,gasa,3,sbrkr,6.9957661563048505,0,0,6.9957661563048505,0.0,1.0,1,0,3,1,3,6,typ,1,1,1962.0,unf,1.0,288.0,3,3,y,0,2.9957322735539917,144,0,0,0,0,na,na,0,9,2009,wd ,139000,0,0,0.0,25,0.0,11.842229212112827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1107,528365060,rl,96.0,10542,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,1993,1994,hip,brkface,6.478509642208568,4,3,pconc,4,3,gd,7.067319848653476,unf,0.0,138.0,1311.0,gasa,5,sbrkr,7.1891677384203225,1093,0,7.790696031174737,1.0,0.0,2,1,3,1,4,9,typ,1,3,1993.0,rfn,3.0,983.0,3,3,y,250,5.0369526024136295,216,0,0,0,0,na,na,0,8,2008,wd ,341000,38500,2,1012032.0,35,0.0,12.739637756265655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
30,527451180,rm,21.0,1680,pave,na,reg,lvl,allpub,gtl,norm,twnhs,1.791759469228055,5,1971,1971,gable,brkface,6.222576268071369,3,3,cblock,3,3,no,5.049856007249537,unf,0.0,327.0,483.0,gasa,3,sbrkr,6.180016653652572,504,0,6.894670039433483,0.0,0.0,1,1,2,1,3,5,typ,0,0,1971.0,unf,1.0,264.0,3,3,y,275,0.0,0,0,0,0,0,na,na,0,2,2010,cod,96000,0,1,35280.0,30,0.0,11.472103470449973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
282,908208020,rm,80.0,8546,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.3862943611198906,5,2003,2004,gable,none,0.0,3,3,pconc,4,3,no,0.0,unf,0.0,1121.0,1121.0,gasa,5,sbrkr,7.021976423072162,0,0,7.021976423072162,0.0,0.0,2,0,2,1,3,5,typ,0,0,2003.0,rfn,2.0,440.0,3,3,y,132,4.1588830833596715,0,0,0,0,0,na,na,0,3,2010,wd ,140000,8448,0,683680.0,20,0.0,11.849397701591439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
188,902402010,rm,90.0,7407,pave,na,reg,lvl,allpub,gtl,artery,1fam,1.791759469228055,7,1957,1996,gable,none,0.0,3,3,cblock,3,3,no,6.396929655216146,unf,0.0,312.0,912.0,gasa,3,fusea,7.1196356380176375,0,0,7.1196356380176375,1.0,0.0,1,0,2,1,3,6,typ,0,0,1957.0,unf,2.0,923.0,3,3,y,0,5.062595033026967,158,0,0,0,0,mnprv,na,0,4,2010,wd ,149700,0,0,666630.0,42,0.0,11.916388570407719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2356,527376090,rl,78.0,10140,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.6094379124341005,6,1975,1975,gable,none,0.0,3,3,cblock,4,3,no,6.6694980898578775,unf,0.0,268.0,1056.0,gasa,5,sbrkr,6.97914527506881,0,0,6.97914527506881,1.0,0.0,1,1,3,1,3,6,typ,0,0,1975.0,rfn,2.0,495.0,3,3,y,0,4.477336814478207,0,0,0,0,0,mnprv,na,0,7,2006,wd ,153500,0,1,790920.0,30,0.0,11.941455846009385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1554,910251050,a (agr),80.0,14584,pave,na,reg,low,allpub,mod,norm,1fam,0.0,5,1952,1952,gable,none,0.0,2,1,slab,0,0,na,0.0,na,0.0,0.0,0.0,wall,1,fusea,6.597145701886651,0,0,6.597145701886651,0.0,0.0,1,0,2,1,2,4,sal,0,0,1952.0,unf,2.0,487.0,2,1,n,0,0.0,0,0,0,0,0,na,na,0,2,2008,wd ,13100,0,0,1166720.0,5,0.0,9.480367509189245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1464,907262030,rl,65.0,8158,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2003,2003,gable,brkface,5.529429087511423,4,3,pconc,4,3,no,6.309918278226516,unf,0.0,334.0,884.0,gasa,5,sbrkr,6.784457062637642,884,0,7.477604243197589,1.0,0.0,2,1,3,1,4,8,typ,0,0,2003.0,rfn,2.0,543.0,3,3,y,0,4.143134726391533,0,0,0,0,0,na,na,0,7,2008,wd ,224900,0,2,530270.0,35,0.0,12.323411137947408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2469,528488120,fv,62.0,7500,pave,pave,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2005,2005,gable,none,0.0,4,3,pconc,4,3,no,0.0,unf,0.0,1257.0,1257.0,gasa,5,sbrkr,7.143617602704121,0,0,7.143617602704121,0.0,0.0,2,0,3,1,4,6,typ,1,3,2005.0,unf,2.0,453.0,3,3,y,38,4.969813299576002,0,0,0,0,0,na,na,0,4,2006,wd ,176000,5472,0,465000.0,35,0.0,12.078239274020287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1834,533130170,rl,85.0,10678,pave,na,reg,lvl,allpub,gtl,norm,1fam,2.0794415416798357,5,1992,2000,hip,brkface,5.8200829303523625,4,3,pconc,4,3,no,6.551080335043403,unf,0.0,983.0,1683.0,gasa,5,sbrkr,7.663407664893477,743,0,7.962763930168115,0.0,0.0,2,1,4,1,4,9,typ,1,3,1992.0,fin,2.0,541.0,3,3,y,0,3.49650756146648,0,0,0,0,0,na,na,0,4,2007,wd ,285000,0,2,907630.0,40,0.0,12.560244459250786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1779,528429110,rl,49.0,15256,pave,na,ir1,lvl,allpub,gtl,rran,1fam,2.0794415416798357,5,2007,2007,gable,stone,4.430816798843313,4,3,pconc,4,3,gd,6.834108738813838,unf,0.0,556.0,1485.0,gasa,5,sbrkr,7.2889276945212575,0,0,7.2889276945212575,1.0,0.0,2,0,3,1,4,6,typ,0,0,2007.0,unf,3.0,754.0,3,3,y,168,5.075173815233828,0,0,0,0,0,na,na,0,8,2007,wd ,282922,26880,0,747544.0,40,0.0,12.552926520261092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2569,535125060,rl,88.0,14200,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,6,1966,1966,gable,brkface,5.733341276897748,3,3,cblock,3,3,no,6.09807428216624,unf,0.0,479.0,924.0,gasa,5,sbrkr,7.103322062526113,941,0,7.676473646389158,0.0,0.0,2,1,4,1,4,8,typ,2,4,1966.0,fin,2.0,487.0,3,3,y,105,4.189654742026425,0,0,0,0,0,gdprv,na,0,5,2006,wd ,226000,6930,2,1249600.0,42,0.0,12.328290278254425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2334,527212040,rl,82.0,12438,pave,na,ir1,lvl,allpub,gtl,norm,1fam,2.0794415416798357,5,2006,2006,hip,brkface,6.1441856341256464,5,3,pconc,5,4,no,0.0,unf,0.0,1234.0,1234.0,gasa,5,sbrkr,7.142036574706802,1312,0,7.853993087224244,0.0,0.0,2,1,4,1,5,10,typ,1,4,2006.0,fin,3.0,666.0,3,3,y,324,4.605170185988092,0,0,0,0,0,na,na,0,7,2006,new,361919,32400,2,1019916.0,40,0.0,12.799175708864519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2330,527210030,rl,59.0,16023,pave,na,ir1,hls,allpub,gtl,norm,1fam,2.19722457733622,5,2005,2006,hip,brkface,6.396929655216146,4,5,pconc,5,3,gd,7.1049654482698426,unf,0.0,180.0,1398.0,gasa,5,sbrkr,7.2541778464565185,1384,0,7.936660155225426,1.0,0.0,3,1,3,1,5,11,typ,1,4,2005.0,fin,3.0,670.0,3,3,y,182,3.6109179126442235,0,0,0,0,0,na,na,0,3,2006,new,457347,6734,3,945357.0,45,0.0,13.033197681535285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2119,906475170,rl,155.0,20064,pave,na,ir1,low,allpub,sev,norm,1fam,2.0794415416798357,6,1976,1976,shed,none,0.0,4,3,cblock,4,4,gd,3.9318256327243257,glq,915.0,0.0,966.0,gasa,5,sbrkr,7.463363045520022,0,0,7.463363045520022,2.0,0.0,0,1,0,1,4,5,typ,2,2,1976.0,fin,2.0,529.0,3,3,y,646,0.0,0,0,0,0,0,na,na,0,5,2007,wd ,279000,0,0,3109920.0,48,0.0,12.538967060803502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
988,924100040,rl,0.0,9819,pave,na,ir1,lvl,allpub,mod,norm,1fam,1.791759469228055,5,1977,1977,gable,none,0.0,3,3,pconc,3,3,gd,7.356918242356023,unf,0.0,0.0,1567.0,gasa,3,sbrkr,7.356918242356023,0,0,7.356918242356023,1.0,0.0,2,0,2,1,4,5,typ,2,3,1977.0,rfn,2.0,714.0,3,3,y,264,3.4657359027997265,0,0,0,0,0,na,na,0,5,2009,wd ,196000,8448,0,0.0,30,0.0,12.185869938212655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
